YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M
1990,2,12,13.61,7.71,10.66,12.84,9.57,19.12,9.55,6.53,69.38,0.0,100.83,5.36,9.32,272.5,7.12,11.69,273.19
1990,2,13,14.5,8.29,11.4,14.1,12.48,21.41,8.94,6.84,67.94,0.0,100.82,4.08,3.56,275.5,5.94,3.88,276.75
1990,2,14,14.86,7.86,11.36,14.3,10.48,20.62,10.15,6.59,64.69,0.0,101.1,5.28,3.12,252.12,7.71,5.03,252.5
1990,2,15,13.99,5.83,9.9,13.95,11.84,20.19,8.35,5.8,59.81,0.0,100.9,5.63,3.88,249.62,8.05,7.74,250.25
1990,2,16,14.76,4.93,9.84,14.44,13.55,22.12,8.57,5.43,54.5,0.0,100.91,2.91,4.46,224.19,4.27,7.64,222.06
1990,2,17,16.15,7.03,11.59,15.2,10.23,21.94,11.72,6.23,55.94,0.0,101.14,1.73,3.45,206.25,2.36,5.29,207.25
1990,2,18,16.37,9.36,12.87,15.51,8.7,21.55,12.85,7.39,65.44,0.0,101.46,2.31,3.24,134.5,3.3,6.05,135.0
1990,2,19,15.61,12.99,14.3,15.76,9.77,21.66,11.9,9.22,85.0,0.0,101.68,2.69,2.82,104.69,3.75,5.49,104.56
1990,2,20,14.37,12.65,13.51,14.4,7.41,18.66,11.25,8.97,88.12,0.0,102.03,4.29,4.03,70.69,5.82,4.27,70.75
1990,2,21,13.94,10.44,12.19,14.12,7.38,18.26,10.87,7.75,81.12,0.0,102.29,3.7,2.3,84.81,5.09,2.98,85.06
1990,2,22,14.37,9.86,12.12,14.35,8.1,19.01,10.91,7.45,76.5,0.0,102.36,3.42,4.68,143.5,4.71,7.47,143.81
1990,2,23,14.3,10.48,12.39,14.63,6.16,18.15,11.99,7.75,79.06,0.02,102.59,4.78,4.7,48.06,6.23,5.51,48.31
1990,2,24,14.2,9.08,11.64,14.54,9.93,19.5,9.58,7.08,74.19,0.0,102.5,1.88,2.62,167.56,2.48,4.16,165.06
1990,2,25,13.95,6.87,10.4,14.12,11.06,19.75,8.69,6.1,64.56,0.0,102.12,4.44,2.42,241.31,6.44,4.64,241.94
1990,2,26,14.55,5.77,10.16,14.46,12.02,21.34,9.32,5.68,57.94,0.0,101.95,6.04,2.23,247.75,8.77,2.36,248.44
1990,2,27,14.9,5.73,10.31,15.07,13.13,22.0,8.87,5.74,56.25,0.0,101.6,4.74,4.0,258.06,7.0,7.43,259.38
1990,2,28,16.82,7.75,12.29,16.69,14.91,24.9,9.98,6.59,56.75,0.0,101.38,3.52,4.47,268.81,5.27,7.56,269.56
1990,3,1,16.97,8.24,12.61,16.62,12.39,23.65,11.26,6.77,58.12,0.0,101.22,5.49,3.34,244.62,8.26,4.52,245.06
1990,3,2,15.96,10.19,13.08,16.71,10.98,22.01,11.03,7.81,70.5,0.0,101.21,3.52,4.48,138.12,5.13,7.54,152.5
1990,3,3,14.79,9.23,12.01,14.67,4.12,16.83,12.7,7.2,70.31,0.0,101.72,8.34,4.63,38.0,10.65,4.55,38.38
1990,3,4,14.05,9.85,11.95,14.49,4.95,16.87,11.92,7.45,76.12,0.49,102.26,8.36,3.53,44.94,10.32,3.12,45.5
1990,3,5,13.96,9.08,11.52,14.55,5.38,16.69,11.31,7.02,73.06,0.1,102.41,5.66,3.46,78.94,7.33,2.44,79.44
1990,3,6,13.12,8.41,10.77,13.98,6.49,16.55,10.06,6.77,74.31,0.0,102.13,2.61,2.03,106.06,3.52,4.09,105.75
1990,3,7,12.99,7.83,10.4,14.19,8.16,17.29,9.13,6.53,72.81,0.0,102.13,2.9,2.33,74.81,3.77,2.75,74.69
1990,3,8,13.46,7.32,10.39,14.05,11.81,19.62,7.81,6.29,70.25,0.0,102.36,3.21,4.67,165.56,4.23,5.32,166.62
1990,3,9,14.21,5.93,10.07,14.1,11.95,20.95,8.99,5.8,61.06,0.0,102.32,4.05,2.47,236.19,5.84,2.91,236.69
1990,3,10,16.76,9.65,13.21,16.8,9.02,21.85,12.83,7.39,65.94,0.0,102.57,4.48,2.77,53.75,6.63,5.34,98.44
1990,3,11,14.27,8.89,11.58,15.4,10.41,19.81,9.4,7.02,73.25,0.0,102.75,2.63,2.09,69.88,3.55,4.37,69.88
1990,3,12,16.0,9.06,12.53,16.1,13.05,22.81,9.76,7.14,67.56,0.0,102.0,4.55,2.72,240.5,6.73,3.95,240.62
1990,3,13,16.45,8.81,12.63,16.73,8.1,21.21,13.11,7.08,62.25,0.0,101.6,4.27,3.98,136.25,5.91,4.48,137.25
1990,3,14,15.87,11.37,13.62,16.36,8.24,20.37,12.12,8.3,77.06,0.03,101.81,3.02,2.89,70.06,4.03,2.82,70.12
1990,3,15,15.28,13.01,14.15,15.21,5.76,18.78,13.02,9.22,86.94,5.03,101.96,2.4,1.95,80.25,3.12,2.1,80.69
1990,3,16,14.67,12.3,13.48,14.74,3.91,16.65,12.75,8.79,86.12,4.71,102.01,3.64,2.2,62.12,5.09,4.08,62.31
1990,3,17,14.77,12.22,13.49,15.19,5.26,17.33,12.08,8.67,85.0,9.21,102.2,5.45,3.41,64.44,7.15,1.93,64.19
1990,3,18,14.83,11.83,13.33,15.0,5.24,17.48,12.24,8.42,82.5,8.95,102.57,5.16,2.76,89.12,6.95,1.48,89.06
1990,3,19,14.69,10.33,12.51,15.58,7.75,18.94,11.19,7.63,76.62,0.0,102.56,3.2,1.98,96.06,4.26,3.64,96.38
1990,3,20,13.4,10.3,11.85,14.33,6.57,16.68,10.12,7.69,82.31,4.11,102.14,2.4,1.59,153.38,3.37,3.45,151.94
1990,3,21,14.98,8.67,11.83,15.21,10.83,20.29,9.47,6.9,69.31,0.01,102.11,3.93,5.37,106.06,5.27,6.09,91.0
1990,3,22,16.32,7.82,12.07,16.44,10.08,21.57,11.49,6.53,59.88,0.0,101.87,1.89,3.6,183.94,2.77,6.18,184.81
1990,3,23,16.44,6.06,11.25,16.46,11.93,22.57,10.64,5.86,52.31,0.0,101.69,4.64,2.35,256.38,6.78,4.95,257.06
1990,3,24,17.24,6.26,11.76,16.92,12.12,23.51,11.39,5.92,50.25,0.0,101.52,4.77,3.54,243.94,6.91,2.82,244.19
1990,3,25,18.28,5.68,11.98,17.53,10.89,24.4,13.51,5.8,46.38,0.0,101.17,2.22,1.84,182.12,3.28,4.23,181.75
1990,3,26,16.72,11.62,14.17,17.3,6.62,20.3,13.67,8.54,73.75,0.49,100.76,5.03,7.8,56.0,6.71,8.53,55.81
1990,3,27,13.7,8.56,11.13,14.9,3.4,15.11,11.71,6.96,71.75,1.79,100.98,3.84,6.55,81.94,4.7,7.27,83.19
1990,3,28,14.51,8.62,11.56,15.75,8.48,18.87,10.39,6.9,69.5,0.05,101.28,3.35,2.99,73.5,4.34,4.14,73.62
1990,3,29,14.4,7.93,11.16,15.48,8.23,18.53,10.3,6.59,67.38,0.0,101.48,4.27,2.88,99.88,5.58,3.84,100.62
1990,3,30,15.8,9.59,12.69,16.51,8.3,20.0,11.69,7.39,67.56,0.03,101.5,5.98,4.34,95.44,7.59,4.97,95.69
1990,3,31,15.33,11.12,13.23,15.94,4.84,18.02,13.18,8.12,76.44,0.82,101.71,7.18,5.62,80.44,9.05,4.27,80.75
1990,4,1,14.92,11.4,13.16,15.6,5.63,18.21,12.58,8.3,80.31,0.02,101.59,5.92,3.45,82.56,7.72,1.48,82.75
1990,4,2,16.39,13.04,14.72,17.51,6.44,20.26,13.83,9.28,81.31,2.38,100.84,3.76,4.04,66.12,4.95,5.88,66.12
1990,4,3,17.03,11.59,14.31,18.05,9.55,21.84,12.29,8.54,72.88,0.85,100.57,1.78,3.24,130.56,2.44,3.48,147.19
1990,4,4,16.69,12.44,14.56,17.83,9.27,21.56,12.3,9.03,77.75,0.1,100.86,3.7,3.97,96.19,4.79,5.3,94.75
1990,4,5,18.03,13.39,15.71,18.62,12.62,25.14,12.51,9.58,77.0,0.16,100.72,4.81,5.37,123.88,6.3,6.25,125.19
1990,4,6,21.4,9.65,15.52,21.01,15.7,30.13,14.44,7.75,54.81,0.0,99.84,4.96,5.66,200.25,7.39,9.96,200.62
1990,4,7,19.38,12.37,15.87,20.06,10.08,25.37,15.29,9.03,65.56,0.13,100.54,3.92,5.73,125.5,5.02,6.52,126.69
1990,4,8,21.4,13.71,17.55,21.51,11.26,27.53,16.27,9.77,64.0,0.04,100.42,2.46,2.6,214.5,3.75,5.28,216.5
1990,4,9,21.08,11.44,16.26,20.62,9.49,25.66,16.17,8.61,55.75,0.03,99.9,7.18,7.32,246.81,10.39,7.94,246.94
1990,4,10,18.14,6.48,12.31,18.3,9.61,23.16,13.55,6.1,48.81,0.01,99.86,6.3,5.57,241.12,8.78,4.88,241.19
1990,4,11,16.06,7.33,11.69,17.73,9.29,20.3,11.0,6.41,58.31,0.93,100.61,3.33,3.3,174.5,4.8,4.84,173.44
1990,4,12,16.81,5.98,11.4,17.67,12.0,22.62,10.61,5.86,51.44,0.06,100.73,4.95,4.98,236.0,6.78,6.66,251.88
1990,4,13,16.37,7.39,11.88,18.24,9.0,20.92,11.92,6.41,57.06,0.0,101.1,3.53,3.29,142.25,4.66,6.36,126.75
1990,4,14,17.36,7.69,12.52,18.66,11.62,23.17,11.55,6.59,56.94,0.03,101.14,3.74,3.35,145.81,5.06,5.01,147.81
1990,4,15,17.77,9.38,13.58,19.23,10.77,23.05,12.28,7.39,60.62,0.01,101.2,3.44,3.96,125.88,4.43,5.92,125.31
1990,4,16,17.99,10.36,14.18,19.52,9.88,23.2,13.32,7.93,65.62,0.04,101.22,3.42,3.44,66.19,4.87,6.44,63.31
1990,4,17,16.05,6.34,11.19,17.9,10.22,21.12,10.9,5.92,55.06,0.0,101.53,3.64,2.27,68.0,4.92,4.82,66.69
1990,4,18,16.61,9.16,12.88,18.75,10.05,21.51,11.46,7.14,63.25,0.12,101.43,3.0,2.75,109.12,3.88,4.89,108.81
1990,4,19,16.62,9.3,12.96,17.76,7.26,19.9,12.64,7.26,63.69,1.75,100.99,3.02,2.73,174.94,3.97,4.16,173.0
1990,4,20,18.37,8.08,13.22,18.87,10.06,23.48,13.42,6.84,54.75,0.04,100.47,5.73,3.68,185.75,8.1,2.8,186.44
1990,4,21,20.97,6.04,13.51,20.37,14.9,28.24,13.33,5.98,40.56,0.0,99.94,4.66,4.67,223.5,6.8,6.17,223.38
1990,4,22,21.68,11.39,16.53,21.52,15.48,30.3,14.82,8.54,57.12,0.01,99.88,3.38,10.8,139.25,4.62,12.57,137.5
1990,4,23,16.8,10.85,13.83,18.33,6.72,20.62,13.9,8.12,69.0,1.12,100.72,5.51,6.05,64.06,6.69,7.27,64.81
1990,4,24,16.81,11.51,14.16,17.94,6.51,20.62,14.12,8.42,71.88,0.39,100.63,5.51,5.07,77.25,6.77,5.53,77.56
1990,4,25,17.8,13.83,15.82,18.64,6.73,21.48,14.76,9.89,78.06,3.7,100.49,6.58,3.7,53.0,8.08,4.09,54.06
1990,4,26,16.92,11.36,14.14,18.25,8.48,21.37,12.9,8.3,71.62,0.24,101.16,6.67,5.4,48.25,8.18,4.37,48.12
1990,4,27,17.63,9.86,13.74,19.08,8.22,22.23,14.01,7.51,62.94,0.0,101.64,3.88,1.89,74.44,5.09,2.97,74.56
1990,4,28,17.51,10.39,13.95,18.48,8.58,22.09,13.51,7.87,66.56,0.0,101.52,3.91,2.85,102.62,5.05,3.15,102.75
1990,4,29,18.94,13.83,16.39,19.61,7.49,23.05,15.55,9.83,73.56,4.06,100.92,4.91,3.56,103.31,6.24,3.06,104.25
1990,4,30,18.19,15.64,16.91,19.1,6.01,21.9,15.89,11.05,85.44,5.2,100.68,7.3,5.91,81.69,8.7,6.12,82.56
1990,5,1,16.41,14.09,15.25,16.81,1.3,17.26,15.94,9.95,86.12,9.45,100.9,10.09,3.41,71.44,12.19,3.9,72.19
1990,5,2,16.69,13.62,15.15,16.77,1.86,17.78,15.92,9.64,82.44,1.58,101.25,9.41,4.48,63.69,11.58,4.66,64.44
1990,5,3,17.09,12.01,14.55,17.98,4.48,19.73,15.24,8.73,73.38,0.27,101.36,7.1,5.1,69.06,8.86,4.04,69.19
1990,5,4,17.39,11.52,14.46,18.28,6.59,21.05,14.44,8.48,71.12,0.01,101.2,5.22,3.27,76.38,6.76,2.04,76.38
1990,5,5,17.34,12.83,15.08,18.55,7.23,21.0,13.77,9.16,76.31,0.14,101.12,5.11,3.48,82.38,6.59,1.99,82.5
1990,5,6,17.96,14.13,16.05,19.19,7.2,21.74,14.55,10.01,79.88,1.9,101.04,4.93,2.86,88.44,6.33,1.48,88.75
1990,5,7,18.47,14.73,16.6,19.67,5.85,21.76,15.91,10.38,80.06,1.93,100.9,5.05,3.05,74.25,6.44,1.76,74.5
1990,5,8,18.43,13.13,15.78,19.98,8.49,22.65,14.16,9.4,73.94,0.27,101.06,4.0,2.18,67.5,5.16,2.43,66.94
1990,5,9,19.36,13.06,16.21,20.83,9.83,24.4,14.57,9.4,70.56,0.0,101.09,3.77,3.48,106.0,4.79,4.51,106.88
1990,5,10,19.33,13.78,16.55,20.45,10.97,25.33,14.37,9.83,73.38,0.0,100.88,5.34,5.15,102.88,6.81,4.84,103.88
1990,5,11,20.52,14.84,17.68,20.69,9.46,26.32,16.85,10.56,72.12,3.31,100.34,4.34,6.09,105.88,5.64,6.52,108.31
1990,5,12,21.01,15.19,18.1,21.2,7.06,24.42,17.37,10.8,70.81,1.59,99.97,4.38,6.95,208.44,6.41,9.07,207.62
1990,5,13,21.26,14.73,18.0,22.15,9.52,25.73,16.21,10.44,68.06,0.19,100.82,4.38,2.12,148.62,6.08,2.76,132.88
1990,5,14,22.28,14.76,18.52,24.5,10.98,27.5,16.52,10.44,65.31,0.02,101.11,2.23,5.04,113.12,2.89,6.52,143.31
1990,5,15,22.01,14.6,18.31,23.74,8.26,26.37,18.1,10.31,64.75,0.0,101.2,4.02,2.02,90.5,4.88,2.4,90.12
1990,5,16,21.15,14.01,17.58,22.49,7.32,24.39,17.07,9.95,65.62,0.02,101.19,2.89,2.47,91.12,3.61,2.48,91.0
1990,5,17,22.31,13.38,17.84,23.85,9.88,27.38,17.51,9.58,59.75,0.0,101.06,3.23,3.04,104.5,4.23,4.8,105.12
1990,5,18,23.69,13.55,18.62,25.42,13.66,30.76,17.11,9.7,56.75,0.0,100.97,2.95,4.64,117.19,3.74,6.14,118.38
1990,5,19,24.72,15.05,19.88,26.01,12.3,31.73,19.43,10.68,57.94,0.0,101.04,3.13,5.11,106.12,3.94,6.42,106.88
1990,5,20,24.4,15.67,20.04,25.59,12.63,32.26,19.62,11.29,64.5,0.0,100.86,3.84,7.91,100.5,5.04,9.34,101.69
1990,5,21,23.84,16.45,20.15,24.94,13.25,32.0,18.74,11.84,68.75,0.34,100.61,4.71,6.08,84.19,6.11,6.65,85.94
1990,5,22,24.73,15.82,20.27,25.63,15.64,34.06,18.41,11.47,64.25,0.0,100.18,5.23,5.37,65.94,6.78,7.01,68.81
1990,5,23,27.5,13.83,20.66,27.03,17.98,37.74,19.76,10.19,50.81,0.01,99.82,3.03,3.88,97.69,4.12,4.2,101.69
1990,5,24,24.12,16.43,20.27,24.94,9.5,29.16,19.67,11.72,64.12,0.0,100.33,7.56,4.8,62.88,9.42,4.45,62.0
1990,5,25,23.03,13.75,18.39,24.17,9.52,28.16,18.65,9.89,59.5,0.0,100.91,5.66,5.05,63.19,7.29,4.77,62.44
1990,5,26,22.79,13.53,18.16,24.68,9.3,27.45,18.15,9.64,58.62,0.0,101.14,3.66,3.09,77.56,4.48,3.6,77.06
1990,5,27,23.62,13.57,18.59,24.94,11.34,29.8,18.46,9.77,56.44,0.0,100.99,3.82,4.01,123.75,4.87,4.93,124.19
1990,5,28,22.42,16.4,19.4,23.23,7.29,26.49,19.2,11.78,71.75,0.79,100.7,5.96,6.89,55.56,7.3,7.47,55.88
1990,5,29,21.23,16.01,18.62,22.23,4.96,24.06,19.09,11.35,73.12,5.68,100.72,8.29,5.2,26.0,9.91,5.35,26.06
1990,5,30,21.05,12.59,16.83,22.65,9.52,25.44,15.93,9.16,61.81,0.09,101.13,5.7,5.08,37.88,7.18,4.88,37.19
1990,5,31,21.76,12.49,17.12,24.15,8.48,26.3,17.83,8.97,57.88,0.0,101.29,3.14,5.77,69.94,3.73,7.22,68.12
1990,6,1,22.05,12.58,17.31,24.34,9.3,26.91,17.62,9.03,57.19,0.0,101.44,3.7,2.95,103.25,4.57,4.16,103.94
1990,6,2,25.08,11.84,18.46,26.2,14.63,31.87,17.23,8.67,47.69,0.0,100.96,2.72,3.34,212.12,3.84,4.59,214.88
1990,6,3,26.12,14.69,20.4,27.83,12.76,33.15,20.39,10.62,53.0,0.0,100.5,2.38,5.36,118.75,2.93,6.01,129.5
1990,6,4,25.14,16.17,20.65,26.27,12.83,32.51,19.69,11.6,62.12,0.0,100.45,4.59,3.84,98.44,5.73,3.95,100.75
1990,6,5,24.62,16.72,20.66,25.55,8.84,29.01,20.17,12.02,64.62,2.12,100.19,3.52,6.35,68.31,4.42,7.48,67.19
1990,6,6,24.87,16.15,20.51,26.4,9.75,30.12,20.37,11.54,60.44,0.31,100.31,3.73,5.34,94.81,4.82,7.0,109.25
1990,6,7,23.09,13.49,18.3,25.1,7.23,26.76,19.54,9.64,56.25,0.0,100.93,4.81,3.88,71.06,5.8,5.35,70.0
1990,6,8,25.16,12.79,18.98,27.32,12.61,31.13,18.52,9.22,49.06,0.0,100.89,1.82,3.14,184.75,2.51,4.59,187.81
1990,6,9,27.91,11.39,19.65,29.19,13.66,34.74,21.08,8.48,38.94,0.0,100.71,2.91,3.35,163.44,4.17,6.65,165.75
1990,6,10,28.85,11.01,19.93,29.78,15.46,36.76,21.3,8.42,36.94,0.0,100.57,3.45,2.41,133.56,5.02,5.55,134.88
1990,6,11,25.35,17.12,21.23,27.12,9.59,30.76,21.18,12.27,63.31,0.0,100.67,5.42,4.86,64.19,6.53,5.18,64.44
1990,6,12,25.23,17.9,21.56,26.65,9.23,30.46,21.22,12.94,66.75,0.0,100.52,5.2,6.41,55.75,6.36,7.28,55.81
1990,6,13,24.36,15.56,19.96,25.87,9.29,29.51,20.23,11.11,60.69,0.0,100.81,6.9,5.23,59.12,8.41,4.78,58.38
1990,6,14,23.88,16.13,20.01,25.78,10.24,29.23,18.99,11.54,65.38,0.0,100.91,4.77,3.15,73.44,6.02,2.32,74.38
1990,6,15,25.63,18.3,21.97,27.01,11.32,31.58,20.26,13.18,68.06,0.0,100.85,5.77,6.09,59.69,7.09,6.06,58.75
1990,6,16,24.58,16.09,20.33,26.09,6.98,28.46,21.48,11.47,61.81,0.0,101.03,6.25,4.42,74.81,7.49,3.91,74.38
1990,6,17,24.49,16.69,20.59,25.69,9.04,29.88,20.83,11.96,65.19,0.0,100.8,6.12,8.61,76.19,7.55,9.78,76.19
1990,6,18,24.83,17.44,21.13,25.94,9.88,30.42,20.55,12.57,67.62,0.0,100.77,5.48,3.9,73.19,6.87,4.02,73.81
1990,6,19,26.33,18.56,22.44,28.32,12.98,34.08,21.11,13.43,66.94,0.0,100.84,3.59,3.81,65.62,4.31,4.2,64.62
1990,6,20,25.9,18.47,22.18,26.18,11.51,32.98,21.48,13.43,67.81,0.7,100.78,3.56,4.46,72.31,4.87,5.8,72.06
1990,6,21,26.5,18.36,22.43,27.69,9.2,31.93,22.73,13.31,64.38,0.07,100.63,6.48,5.89,51.06,7.98,5.69,50.81
1990,6,22,25.38,18.19,21.79,26.82,8.91,30.33,21.43,13.12,67.56,0.0,100.69,6.96,4.67,56.25,8.44,3.91,56.12
1990,6,23,26.27,16.01,21.15,27.33,10.87,32.12,21.25,11.6,58.06,0.0,100.88,6.34,4.16,47.25,8.25,3.33,47.44
1990,6,24,26.98,16.37,21.68,28.3,11.8,33.33,21.53,11.84,57.75,0.0,101.07,5.48,4.56,59.19,7.12,4.57,59.31
1990,6,25,27.58,15.69,21.63,29.01,12.44,33.76,21.33,11.41,54.0,0.0,101.1,3.83,2.81,69.94,5.06,2.68,70.44
1990,6,26,26.87,17.01,21.94,28.79,10.66,32.39,21.73,12.27,59.56,0.0,100.97,3.91,2.83,73.19,5.05,2.42,72.69
1990,6,27,26.73,16.83,21.78,28.94,11.27,32.26,20.98,12.15,59.06,0.0,100.79,3.44,4.12,97.5,4.05,4.42,97.5
1990,6,28,27.05,18.82,22.94,29.15,10.85,32.88,22.03,13.67,64.94,0.0,100.83,4.59,4.46,93.56,5.52,4.26,93.75
1990,6,29,26.7,18.8,22.75,28.73,9.91,32.1,22.19,13.61,65.62,0.0,101.06,4.41,2.92,83.69,5.41,1.73,84.06
1990,6,30,28.64,16.8,22.72,30.2,12.95,35.41,22.46,12.39,56.5,0.0,101.06,4.09,3.3,105.0,5.36,3.78,106.31
1990,7,1,30.45,14.53,22.49,32.15,14.9,38.27,23.37,10.56,42.75,0.0,100.83,2.42,3.09,147.19,3.28,4.5,145.5
1990,7,2,29.25,16.4,22.83,30.84,9.04,34.24,25.2,11.9,47.94,0.03,100.73,4.52,6.27,89.25,5.35,7.21,87.88
