YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M
1990,2,15,12.71,2.65,7.68,12.27,14.95,21.57,6.62,4.82,54.75,0.0,97.36,5.39,4.01,279.12,8.84,3.7,279.88
1990,2,16,13.07,5.91,9.49,12.56,12.66,20.13,7.48,6.04,63.75,0.0,97.44,4.02,4.59,293.88,6.23,5.06,294.25
1990,2,17,13.61,8.49,11.05,13.15,12.59,21.2,8.6,7.14,74.44,0.0,97.66,2.45,1.63,239.94,3.5,2.61,239.56
1990,2,18,15.26,5.46,10.37,14.1,17.7,25.15,7.45,5.8,58.25,0.0,97.82,2.48,2.0,185.5,3.63,3.31,184.81
1990,2,19,15.2,4.68,9.94,14.14,16.72,25.43,8.71,5.49,54.38,0.0,98.09,2.52,2.09,142.75,3.67,4.25,143.06
1990,2,20,13.94,6.86,10.4,13.32,15.41,23.18,7.76,6.29,67.62,0.0,98.46,3.31,2.97,152.69,5.0,6.2,153.31
1990,2,21,13.09,4.83,8.96,12.9,18.37,23.56,5.19,5.55,66.19,0.0,98.68,2.8,3.53,144.12,4.46,6.7,144.69
1990,2,22,12.08,9.05,10.56,12.55,11.48,18.92,7.44,7.26,81.19,0.0,98.96,3.41,4.67,273.56,4.8,4.12,288.25
1990,2,23,11.91,7.65,9.78,12.01,12.14,19.23,7.08,6.59,78.81,0.0,99.14,2.09,2.67,180.75,2.81,4.38,181.38
1990,2,24,12.1,6.04,9.07,12.13,15.69,20.88,5.19,5.98,71.25,0.0,98.95,2.05,2.14,200.06,2.81,3.95,214.88
1990,2,25,13.41,2.87,8.15,12.48,18.01,22.98,4.97,4.82,55.31,0.0,98.43,2.1,2.55,197.19,3.02,3.97,195.81
1990,2,26,13.59,4.71,9.15,13.12,16.95,23.3,6.36,5.55,60.56,0.0,98.34,3.56,3.16,277.19,5.27,3.82,277.19
1990,2,27,13.39,7.01,10.2,13.76,13.94,21.38,7.44,6.47,70.62,0.0,98.11,5.11,3.71,283.44,7.7,3.75,283.75
1990,2,28,14.1,8.3,11.2,14.23,13.0,21.77,8.77,7.02,72.88,0.0,97.92,4.86,5.16,290.12,7.1,5.65,290.44
1990,3,1,15.62,6.61,11.11,14.95,19.09,26.65,7.55,6.35,63.81,0.0,97.6,3.45,5.08,239.19,4.98,6.25,238.88
1990,3,2,12.64,8.07,10.35,12.91,10.91,19.73,8.82,6.9,75.75,0.14,97.86,3.29,6.24,130.88,4.4,7.07,131.38
1990,3,3,10.59,3.5,7.05,10.77,5.98,13.76,7.78,5.0,62.69,0.02,98.55,4.17,2.31,49.56,6.37,2.26,50.0
1990,3,4,9.76,5.3,7.54,10.02,10.31,14.98,4.67,5.62,75.0,1.4,99.03,4.46,4.55,57.06,6.73,4.19,57.31
1990,3,5,9.86,3.51,6.69,10.79,15.74,18.18,2.44,4.94,69.38,0.01,98.88,2.84,2.27,102.88,4.22,5.56,105.56
1990,3,6,9.79,6.34,8.07,10.1,8.59,15.06,6.46,6.04,80.56,0.83,98.57,2.05,4.38,157.25,2.92,4.92,155.88
1990,3,7,11.03,2.01,6.52,11.29,17.12,21.63,4.52,4.58,63.25,0.0,98.5,2.09,2.12,177.31,2.88,3.87,176.19
1990,3,8,14.98,0.55,7.76,14.39,20.48,25.88,5.4,4.15,44.06,0.0,98.49,3.02,3.77,174.38,4.77,7.43,175.0
1990,3,9,14.15,8.75,11.45,14.39,9.23,19.73,10.5,7.2,71.62,0.17,98.67,4.74,3.84,275.19,6.91,5.24,275.62
1990,3,10,12.94,8.59,10.76,13.55,11.11,18.89,7.78,7.08,77.88,0.02,99.19,5.59,5.29,310.38,7.7,4.52,310.75
1990,3,11,13.28,3.01,8.14,13.48,20.02,24.38,4.36,5.0,59.88,0.0,99.11,2.73,1.32,232.88,3.98,3.78,231.38
1990,3,12,16.0,3.74,9.87,15.22,19.19,26.84,7.65,5.19,49.5,0.0,98.34,2.24,3.02,209.69,3.3,4.33,208.38
1990,3,13,14.37,8.23,11.3,15.0,11.84,21.01,9.18,6.96,70.69,0.59,98.24,3.88,3.72,304.31,5.75,2.91,304.25
1990,3,14,13.75,9.63,11.69,14.32,13.84,21.18,7.34,7.63,77.81,1.27,98.32,3.29,3.84,288.94,4.62,3.66,288.5
1990,3,15,13.82,10.3,12.05,14.41,7.7,18.32,10.61,7.93,80.94,3.19,98.47,2.3,2.59,250.56,3.41,2.97,249.69
1990,3,16,13.2,10.27,11.74,13.34,6.11,16.33,10.22,7.93,83.31,4.35,98.61,1.96,2.25,111.56,3.2,4.01,125.69
1990,3,17,12.02,8.63,10.33,12.4,10.44,17.93,7.49,7.08,81.75,5.85,98.84,2.89,2.64,119.94,4.34,3.84,120.31
1990,3,18,12.76,8.26,10.51,13.27,13.05,19.83,6.78,6.9,76.38,1.84,99.03,4.07,3.33,144.69,6.07,3.84,145.25
1990,3,19,14.29,7.27,10.78,15.13,15.9,22.99,7.09,6.47,68.69,1.62,98.84,3.56,4.22,259.75,5.3,5.55,259.44
1990,3,20,11.19,8.7,9.94,11.33,8.38,15.54,7.15,7.14,84.94,11.0,98.71,3.91,4.3,258.0,5.69,3.91,242.75
1990,3,21,12.58,7.26,9.92,13.02,12.71,19.68,6.97,6.47,73.12,0.22,98.68,3.22,3.23,267.81,4.58,4.98,267.81
1990,3,22,13.15,3.66,8.4,12.73,16.02,21.77,5.76,5.13,61.38,0.0,98.33,1.88,2.09,167.81,2.51,3.81,166.88
1990,3,23,14.78,2.36,8.57,13.91,16.89,23.4,6.51,4.64,48.25,0.0,98.12,2.34,2.08,211.81,3.19,3.36,210.88
1990,3,24,16.45,4.83,10.64,15.48,14.59,24.07,9.48,5.62,49.62,0.01,97.87,2.67,2.93,186.94,4.14,5.32,187.69
1990,3,25,14.82,11.31,13.06,15.09,9.73,20.74,11.02,8.61,81.25,2.99,97.79,2.62,3.63,316.12,4.2,6.66,316.56
1990,3,26,12.06,7.05,9.55,13.23,10.71,18.04,7.33,6.47,74.62,8.56,97.46,4.9,2.62,326.5,6.12,3.06,325.75
1990,3,27,9.02,3.8,6.4,9.98,11.09,15.05,3.95,5.13,73.38,1.27,97.47,4.7,3.9,296.81,6.64,2.68,296.38
1990,3,28,9.58,2.51,6.05,10.3,12.2,16.25,4.05,4.7,67.31,0.11,97.75,3.68,4.45,293.5,5.15,4.67,293.25
1990,3,29,9.26,4.17,6.72,10.17,12.68,15.83,3.14,5.25,73.62,0.18,97.98,3.16,3.47,223.94,4.26,3.24,222.94
1990,3,30,11.58,6.54,9.05,12.2,11.89,18.07,6.18,6.23,73.75,2.73,98.08,2.12,3.53,85.0,3.17,6.4,88.38
1990,3,31,11.93,8.58,10.26,12.37,8.55,16.74,8.19,7.08,81.56,7.1,98.26,3.85,3.41,107.62,5.78,2.71,108.5
1990,4,1,13.61,8.14,10.87,14.19,13.21,21.11,7.9,6.9,72.56,0.68,97.99,5.61,4.9,144.75,7.68,4.32,145.88
1990,4,2,13.56,10.44,12.0,13.77,7.68,17.98,10.3,8.18,82.06,11.9,97.39,3.21,5.03,170.69,4.33,6.84,170.38
1990,4,3,13.51,8.46,10.98,13.83,9.5,18.77,9.27,7.14,74.88,0.18,97.13,2.3,4.44,290.56,3.12,5.91,290.75
1990,4,4,13.95,7.09,10.52,14.86,16.49,22.32,5.83,6.47,68.12,0.01,97.31,2.59,4.05,199.25,4.07,7.45,195.31
1990,4,5,17.0,8.77,12.89,17.05,16.29,25.54,9.25,7.32,61.75,0.86,97.01,3.84,3.79,172.44,6.3,6.96,174.06
1990,4,6,18.68,9.73,14.21,19.0,17.55,29.71,12.15,7.87,61.94,0.0,96.32,4.88,4.41,233.81,6.77,6.0,233.06
1990,4,7,16.48,8.38,12.43,17.3,14.89,24.95,10.06,7.14,64.88,0.2,97.02,3.11,3.01,208.81,4.68,3.56,207.81
1990,4,8,18.77,12.25,15.51,18.79,14.98,27.73,12.75,9.22,69.12,0.97,96.72,3.74,5.29,231.81,5.73,5.68,230.38
1990,4,9,15.45,9.66,12.56,15.86,15.09,24.45,9.37,7.87,73.06,1.25,96.31,5.48,12.24,260.19,7.48,14.66,260.44
1990,4,10,12.08,7.44,9.76,12.56,6.61,15.62,9.01,6.71,74.19,1.11,96.45,7.05,5.82,289.19,9.77,4.64,289.5
1990,4,11,12.01,5.39,8.7,12.94,7.39,16.3,8.91,5.8,65.81,0.4,97.15,7.42,4.35,301.06,9.92,3.74,301.44
1990,4,12,12.07,6.19,9.13,12.73,9.88,17.03,7.15,6.1,69.19,2.3,97.2,8.59,6.42,290.12,11.32,6.05,290.62
1990,4,13,13.65,7.23,10.44,14.8,11.72,20.18,8.46,6.53,68.94,0.63,97.56,3.91,3.69,257.75,5.46,4.36,257.19
1990,4,14,15.3,7.24,11.27,16.01,16.06,23.51,7.45,6.59,65.38,2.31,97.48,3.79,3.05,239.31,5.79,3.32,239.31
1990,4,15,13.81,7.84,10.83,14.8,10.51,19.94,9.43,6.84,71.25,1.36,97.75,4.55,3.95,300.0,6.39,3.56,299.12
1990,4,16,12.59,5.76,9.18,13.51,11.02,18.34,7.32,5.92,66.25,0.74,97.82,6.21,6.67,298.38,8.75,5.52,298.12
1990,4,17,11.57,6.22,8.89,12.65,12.6,17.8,5.19,6.04,72.69,0.02,98.02,4.15,4.82,295.19,5.74,5.02,294.88
1990,4,18,11.12,6.07,8.6,11.51,10.91,16.45,5.55,5.98,73.0,1.73,97.96,3.88,5.56,291.88,4.93,5.88,291.25
1990,4,19,9.98,4.65,7.32,10.22,10.45,15.17,4.72,5.49,72.12,4.6,97.46,5.3,6.77,282.88,7.34,8.09,282.94
1990,4,20,12.97,4.98,8.98,13.76,17.01,22.31,5.3,5.74,65.62,0.19,96.72,4.8,4.98,208.25,6.64,4.99,207.06
1990,4,21,16.47,7.71,12.08,17.62,21.16,27.98,6.81,6.9,64.5,0.0,96.5,2.02,2.99,133.44,3.11,3.77,131.88
1990,4,22,13.51,10.14,11.83,14.08,9.04,18.73,9.69,8.0,81.06,0.87,96.82,4.09,7.01,275.75,5.21,7.59,276.19
1990,4,23,13.81,7.15,10.48,15.8,13.53,21.59,8.06,6.53,69.75,3.86,97.26,2.35,2.67,234.94,3.27,4.73,231.69
1990,4,24,11.89,8.47,10.18,12.71,6.22,15.62,9.4,7.08,80.75,3.3,97.33,2.89,4.37,98.25,3.73,4.7,98.75
1990,4,25,11.44,9.62,10.53,11.66,5.88,14.56,8.69,7.69,88.94,11.41,97.32,2.62,2.74,73.31,3.72,2.77,74.56
1990,4,26,13.23,8.17,10.69,14.51,10.67,19.25,8.58,6.96,74.38,0.27,97.86,3.06,2.55,273.25,4.13,2.81,273.25
1990,4,27,14.85,7.31,11.08,15.61,13.73,22.72,8.98,6.53,66.19,0.0,98.17,2.1,3.97,148.75,2.62,4.82,178.62
1990,4,28,16.66,7.65,12.15,17.22,17.59,26.01,8.42,6.71,59.62,0.0,97.92,2.33,3.27,104.75,3.23,5.61,120.25
1990,4,29,18.94,10.88,14.91,19.55,13.7,26.16,12.45,8.36,62.88,1.85,97.34,2.91,5.34,172.19,4.19,7.41,174.44
1990,4,30,14.4,10.67,12.53,14.75,6.18,17.97,11.79,8.24,79.06,13.05,97.4,6.76,2.55,118.12,8.52,2.91,119.38
1990,5,1,13.05,8.78,10.91,13.51,6.27,16.21,9.94,7.26,76.75,0.1,97.79,5.42,6.95,105.69,7.58,6.84,105.69
1990,5,2,15.47,7.47,11.47,16.15,12.7,22.73,10.04,6.71,65.0,0.21,98.04,4.84,5.29,92.75,6.95,4.65,93.56
1990,5,3,15.21,5.01,10.11,15.79,16.19,23.15,6.97,5.62,57.0,0.0,97.99,3.87,3.66,111.5,5.69,5.76,111.75
1990,5,4,15.69,4.18,9.94,16.3,14.34,22.76,8.43,5.37,51.12,0.0,97.69,2.84,3.12,109.94,4.34,4.9,112.31
1990,5,5,17.26,7.71,12.48,18.29,16.15,25.02,8.87,6.77,58.19,0.5,97.56,2.25,2.48,163.31,3.54,5.1,165.56
1990,5,6,16.58,11.14,13.86,17.37,9.59,21.51,11.93,8.48,72.56,4.76,97.53,1.44,2.12,194.12,2.35,4.49,192.0
1990,5,7,16.09,10.37,13.23,16.8,10.01,21.12,11.11,8.12,72.06,2.89,97.5,2.3,3.18,296.88,2.94,3.43,296.06
1990,5,8,15.74,9.08,12.41,17.19,13.78,22.88,9.11,7.45,68.81,0.14,97.6,2.78,2.06,209.62,3.87,3.37,224.31
1990,5,9,17.6,10.86,14.23,18.38,14.82,24.56,9.74,8.36,68.62,0.3,97.53,1.94,2.91,206.06,2.93,4.95,203.94
1990,5,10,20.83,12.05,16.44,21.41,13.97,27.85,13.88,9.09,60.81,2.46,97.26,2.27,2.73,175.69,3.34,5.2,177.38
1990,5,11,16.9,12.81,14.86,16.81,7.7,21.82,14.12,9.58,77.5,7.32,96.92,4.38,4.29,159.75,6.34,3.68,160.5
1990,5,12,17.22,13.69,15.46,17.87,8.04,22.19,14.15,10.13,81.31,5.46,96.6,3.34,5.17,257.44,4.84,6.35,256.69
1990,5,13,17.76,13.73,15.74,18.56,8.95,23.05,14.1,10.07,79.31,4.54,97.47,3.83,4.67,282.69,5.12,5.76,282.31
1990,5,14,18.6,11.77,15.19,19.16,15.86,26.4,10.54,8.85,68.88,0.01,97.67,3.31,5.68,254.44,4.34,6.28,252.94
1990,5,15,20.1,10.4,15.26,20.83,14.95,27.63,12.68,8.18,60.62,0.0,97.76,2.05,3.31,104.5,2.92,6.26,104.81
1990,5,16,18.5,12.55,15.52,18.91,9.41,24.22,14.81,9.34,70.38,1.18,97.77,2.15,3.17,177.31,2.95,4.03,191.44
1990,5,17,21.26,12.46,16.86,22.33,17.09,29.93,12.83,9.28,62.62,0.27,97.56,2.77,3.34,90.19,4.05,5.74,91.44
1990,5,18,23.1,11.37,17.24,23.73,18.87,33.09,14.23,8.73,54.94,0.01,97.48,2.41,5.27,208.44,3.3,6.59,209.5
1990,5,19,25.08,15.13,20.1,25.43,15.0,32.94,17.94,11.05,57.19,0.94,97.56,3.67,3.65,220.69,5.59,5.58,221.94
1990,5,20,24.14,17.25,20.69,24.38,11.55,31.45,19.9,12.63,67.44,0.35,97.42,3.63,5.17,173.38,5.16,6.02,174.88
1990,5,21,23.87,15.19,19.53,24.51,14.84,32.39,17.55,11.29,63.81,8.7,97.24,1.87,2.64,123.0,2.77,5.41,127.25
1990,5,22,23.8,13.31,18.55,24.48,14.16,32.05,17.88,9.95,56.88,0.95,97.02,3.23,7.95,98.81,4.27,9.52,99.94
1990,5,23,22.33,14.71,18.52,23.67,16.07,32.15,16.08,10.86,67.06,0.03,96.77,2.88,6.4,222.5,3.48,7.54,234.19
1990,5,24,20.24,14.5,17.37,21.62,9.91,25.95,16.05,10.62,72.31,0.06,97.28,5.05,4.5,317.75,6.55,3.34,317.25
1990,5,25,20.51,11.49,16.0,21.98,12.41,27.9,15.48,8.79,61.88,0.0,97.63,3.68,4.91,319.56,4.8,4.84,318.44
1990,5,26,21.51,10.0,15.76,22.65,15.1,29.88,14.77,7.87,52.94,0.0,97.69,2.59,5.55,289.38,3.3,5.99,286.5
1990,5,27,21.98,12.09,17.03,22.51,15.53,30.48,14.95,9.16,57.38,3.68,97.54,2.15,3.11,179.38,3.01,4.71,161.38
1990,5,28,19.86,15.24,17.55,20.8,8.54,25.3,16.76,11.17,77.25,18.48,97.44,2.8,3.68,237.56,3.89,4.39,237.25
1990,5,29,17.65,13.26,15.46,18.6,9.34,22.26,12.93,9.83,77.56,15.37,97.62,4.39,4.38,136.38,5.87,3.65,122.12
1990,5,30,17.19,11.8,14.5,18.08,10.48,22.49,12.01,8.91,73.19,1.36,97.81,3.3,3.31,248.88,4.49,3.23,248.69
1990,5,31,18.98,9.97,14.48,20.21,12.65,25.6,12.95,7.87,59.69,0.0,97.82,2.91,4.3,74.75,3.92,7.55,75.94
1990,6,1,20.61,10.65,15.63,21.8,17.37,28.99,11.62,8.24,56.62,0.0,97.83,3.52,3.34,116.88,5.38,7.13,119.81
1990,6,2,23.4,12.44,17.91,23.77,16.61,31.86,15.25,9.28,54.62,0.0,97.41,2.75,3.95,282.38,3.93,5.58,281.88
1990,6,3,23.4,11.3,17.36,23.76,13.76,30.94,17.18,8.67,50.75,0.0,97.19,2.55,3.96,205.81,3.24,4.1,204.88
1990,6,4,24.84,12.33,18.58,24.99,17.37,34.11,16.74,9.4,49.5,0.0,97.04,1.98,3.12,149.88,2.99,4.97,153.31
1990,6,5,23.63,15.51,19.57,24.19,12.81,31.08,18.27,11.41,63.81,0.8,96.96,4.08,3.78,285.38,5.33,4.09,285.0
1990,6,6,19.33,15.64,17.48,19.95,7.73,23.55,15.82,11.47,80.06,7.51,97.11,5.55,6.61,302.69,7.4,6.88,302.75
1990,6,7,18.61,12.54,15.57,20.03,11.5,24.5,13.0,9.34,70.56,0.08,97.58,4.69,4.63,314.0,6.38,4.14,313.56
1990,6,8,22.55,9.62,16.08,23.33,19.2,31.8,12.59,7.75,50.31,0.0,97.4,2.3,2.3,247.44,3.16,3.05,244.62
1990,6,9,25.55,10.62,18.08,26.26,19.37,35.16,15.8,8.3,44.81,0.0,97.27,2.65,2.67,189.06,3.88,5.37,187.31
1990,6,10,23.37,13.48,18.43,25.0,16.47,32.81,16.34,9.95,58.19,0.01,97.31,3.3,5.38,328.69,3.99,5.45,326.38
1990,6,11,24.39,13.75,19.07,24.67,16.95,32.78,15.84,10.13,55.19,0.01,97.24,3.43,6.81,139.06,4.74,10.28,141.94
1990,6,12,21.64,15.18,18.4,22.52,8.25,24.79,16.53,11.11,67.44,0.04,97.36,3.86,3.68,310.06,5.09,2.29,309.19
1990,6,13,21.05,11.92,16.48,22.58,13.31,28.61,15.29,9.03,61.81,0.0,97.59,3.25,2.14,199.81,4.56,2.05,200.06
1990,6,14,24.88,12.91,18.9,25.39,19.4,35.27,15.88,9.7,51.5,0.47,97.42,2.36,4.66,151.06,3.83,6.51,150.75
1990,6,15,22.38,14.0,18.19,23.16,11.2,28.91,17.71,10.31,62.38,0.2,97.64,3.83,6.4,230.88,5.16,7.12,230.5
1990,6,16,22.51,12.03,17.26,23.4,15.59,31.57,15.98,9.09,56.31,0.0,97.68,2.65,5.22,234.62,3.19,6.04,219.38
1990,6,17,25.29,16.01,20.65,26.05,15.29,33.44,18.15,11.72,59.81,0.01,97.38,2.56,4.2,208.31,3.48,5.15,208.31
1990,6,18,26.59,15.55,21.07,28.33,16.35,35.98,19.62,11.35,55.25,0.05,97.43,2.77,5.55,271.62,3.66,6.09,240.56
1990,6,19,28.2,14.87,21.54,28.51,15.81,36.66,20.84,10.99,48.56,0.04,97.48,1.33,2.47,170.12,1.8,4.55,171.62
1990,6,20,29.58,14.48,22.03,30.33,16.55,38.87,22.33,10.68,43.12,0.03,97.44,4.02,6.25,275.69,5.8,5.72,261.38
1990,6,21,24.18,13.37,18.78,25.78,11.42,30.97,19.55,9.89,52.38,1.61,97.51,3.33,4.87,326.38,4.09,4.32,325.94
1990,6,22,26.51,14.97,20.74,28.55,16.07,35.15,19.08,10.99,53.62,1.91,97.43,1.64,4.15,92.5,2.23,5.91,100.38
1990,6,23,27.76,15.63,21.69,29.78,16.93,36.41,19.48,11.41,52.38,0.0,97.65,2.1,3.79,114.94,2.85,5.32,118.5
1990,6,24,28.37,12.0,20.19,29.92,18.13,38.01,19.88,9.03,40.81,0.0,97.77,2.93,4.39,96.56,4.02,5.24,97.75
1990,6,25,29.35,11.7,20.52,30.26,16.67,39.09,22.41,8.85,37.69,0.0,97.76,2.71,5.98,75.81,3.47,6.76,76.06
1990,6,26,28.32,11.48,19.9,29.87,16.03,37.13,21.11,8.79,40.12,0.0,97.6,2.4,4.83,50.81,3.13,5.41,50.0
1990,6,27,28.27,12.51,20.4,30.24,18.23,38.16,19.94,9.4,42.62,0.0,97.36,3.43,6.61,244.0,4.56,7.9,244.0
1990,6,28,27.02,12.93,19.98,29.2,16.32,35.19,18.87,9.77,48.5,0.0,97.47,2.69,3.53,243.56,3.75,5.05,241.44
1990,6,29,31.02,13.83,22.43,32.81,19.65,40.65,21.01,10.19,40.38,0.0,97.5,2.6,4.45,144.19,4.05,6.67,157.56
1990,6,30,32.3,13.92,23.11,33.33,14.93,39.91,24.98,10.25,35.94,0.0,97.54,2.82,2.34,237.56,4.14,5.12,237.44
1990,7,1,31.06,14.86,22.96,31.48,15.62,39.11,23.48,10.99,41.56,0.0,97.49,3.32,4.78,288.69,4.36,5.22,289.56
1990,7,2,26.46,15.98,21.23,28.4,12.16,33.35,21.19,11.84,56.81,0.12,97.5,3.83,5.61,300.69,4.57,5.55,299.81
