"DATETIME,TIME,LON,LAT,PRECIP"
"""MAY-1992"",70247,8.75,33.75,0.660717"
"""JUN-1992"",70278,8.75,33.75,0.126129"
"""JUL-1992"",70308,8.75,33.75,0.0942426"
"""AUG-1992"",70339,8.75,33.75,0.0742602"
"""SEP-1992"",70370,8.75,33.75,0.379275"
"""OCT-1992"",70400,8.75,33.75,0.369261"
"""NOV-1992"",70431,8.75,33.75,0.719584"
"""DEC-1992"",70461,8.75,33.75,0.931879"
"""JAN-1993"",70492,8.75,33.75,0.120591"
"""FEB-1993"",70523,8.75,33.75,0.576098"
"""MAR-1993"",70551,8.75,33.75,0.749645"
"""APR-1993"",70582,8.75,33.75,0.15633"
"""MAY-1993"",70612,8.75,33.75,0.335359"
"""JUN-1993"",70643,8.75,33.75,0.0317654"
"""JUL-1993"",70673,8.75,33.75,0.0294294"
"""AUG-1993"",70704,8.75,33.75,0.0626163"
"""SEP-1993"",70735,8.75,33.75,0.424624"
"""OCT-1993"",70765,8.75,33.75,0.415163"
"""NOV-1993"",70796,8.75,33.75,0.551705"
"""DEC-1993"",70826,8.75,33.75,0.303253"
"""JAN-1994"",70857,8.75,33.75,0.628781"
"""FEB-1994"",70888,8.75,33.75,0.307577"
"""MAR-1994"",70916,8.75,33.75,0.465386"
"""APR-1994"",70947,8.75,33.75,0.817864"
"""MAY-1994"",70977,8.75,33.75,0.218535"
"""JUN-1994"",71008,8.75,33.75,0.0790591"
"""JUL-1994"",71038,8.75,33.75,0.0505148"
"""AUG-1994"",71069,8.75,33.75,0.0191136"
"""SEP-1994"",71100,8.75,33.75,0.394128"
"""OCT-1994"",71130,8.75,33.75,1.15377"
"""NOV-1994"",71161,8.75,33.75,0.0390142"
"""DEC-1994"",71191,8.75,33.75,0.149118"
"""JAN-1995"",71222,8.75,33.75,0.679346"
"""FEB-1995"",71253,8.75,33.75,0.0194102"
"""MAR-1995"",71281,8.75,33.75,0.237602"
"""APR-1995"",71312,8.75,33.75,0.318833"
"""MAY-1995"",71342,8.75,33.75,0.0242395"
"""JUN-1995"",71373,8.75,33.75,0.186045"
"""JUL-1995"",71403,8.75,33.75,0.0889044"
"""AUG-1995"",71434,8.75,33.75,0.365269"
"""SEP-1995"",71465,8.75,33.75,1.95149"
"""OCT-1995"",71495,8.75,33.75,1.21466"
"""NOV-1995"",71526,8.75,33.75,0.355943"
"""DEC-1995"",71556,8.75,33.75,0.694773"
"""JAN-1996"",71587,8.75,33.75,0.715033"
"""FEB-1996"",71618,8.75,33.75,1.24637"
"""MAR-1996"",71647,8.75,33.75,1.0424"
"""APR-1996"",71678,8.75,33.75,0.462109"
"""MAY-1996"",71708,8.75,33.75,0.430284"
"""JUN-1996"",71739,8.75,33.75,0.237115"
"""JUL-1996"",71769,8.75,33.75,0.0514812"
"""AUG-1996"",71800,8.75,33.75,0.219272"
"""SEP-1996"",71831,8.75,33.75,0.429393"
"""OCT-1996"",71861,8.75,33.75,0.171792"
"""NOV-1996"",71892,8.75,33.75,0.0879371"
"""DEC-1996"",71922,8.75,33.75,0.235284"
"""JAN-1997"",71953,8.75,33.75,0.331025"
"""FEB-1997"",71984,8.75,33.75,0.147436"
"""MAR-1997"",72012,8.75,33.75,0.234221"
"""APR-1997"",72043,8.75,33.75,0.918321"
"""MAY-1997"",72073,8.75,33.75,0.0894424"
"""JUN-1997"",72104,8.75,33.75,0.0656783"
"""JUL-1997"",72134,8.75,33.75,0.094201"
"""AUG-1997"",72165,8.75,33.75,0.259092"
"""SEP-1997"",72196,8.75,33.75,1.08252"
"""OCT-1997"",72226,8.75,33.75,0.425156"
"""NOV-1997"",72257,8.75,33.75,0.408268"
"""DEC-1997"",72287,8.75,33.75,0.347308"
"""JAN-1998"",72318,8.75,33.75,0.199465"
"""FEB-1998"",72349,8.75,33.75,0.347605"
"""MAR-1998"",72377,8.75,33.75,0.372609"
"""APR-1998"",72408,8.75,33.75,0.648705"
"""MAY-1998"",72438,8.75,33.75,0.231108"
"""JUN-1998"",72469,8.75,33.75,0.197545"
"""JUL-1998"",72499,8.75,33.75,0.00356142"
"""AUG-1998"",72530,8.75,33.75,0.11808"
"""SEP-1998"",72561,8.75,33.75,0.56756"
"""OCT-1998"",72591,8.75,33.75,0.941365"
"""NOV-1998"",72622,8.75,33.75,0.276113"
"""DEC-1998"",72652,8.75,33.75,0.0892056"
"""JAN-1999"",72683,8.75,33.75,1.84908"
"""FEB-1999"",72714,8.75,33.75,0.500302"
"""MAR-1999"",72742,8.75,33.75,0.572327"
"""APR-1999"",72773,8.75,33.75,0.0591161"
"""MAY-1999"",72803,8.75,33.75,0.22897"
"""JUN-1999"",72834,8.75,33.75,0.0684197"
"""JUL-1999"",72864,8.75,33.75,0.126601"
"""AUG-1999"",72895,8.75,33.75,0.137825"
"""SEP-1999"",72926,8.75,33.75,0.439796"
"""OCT-1999"",72956,8.75,33.75,0.221189"
"""NOV-1999"",72987,8.75,33.75,1.3733"
"""DEC-1999"",73017,8.75,33.75,0.47713"
"""JAN-2000"",73048,8.75,33.75,0.293086"
"""FEB-2000"",73079,8.75,33.75,0.1391"
"""MAR-2000"",73108,8.75,33.75,0.119153"
"""APR-2000"",73139,8.75,33.75,0.177079"
"""MAY-2000"",73169,8.75,33.75,1.04289"
"""JUN-2000"",73200,8.75,33.75,0.193246"
"""JUL-2000"",73230,8.75,33.75,0.0267282"
"""AUG-2000"",73261,8.75,33.75,0.0205818"
"""SEP-2000"",73292,8.75,33.75,0.223978"
"""OCT-2000"",73322,8.75,33.75,0.617767"
"""NOV-2000"",73353,8.75,33.75,0.109471"
"""DEC-2000"",73383,8.75,33.75,0.108117"
"""JAN-2001"",73414,8.75,33.75,0.293355"
"""FEB-2001"",73445,8.75,33.75,0.212546"
"""MAR-2001"",73473,8.75,33.75,0.0882154"
"""APR-2001"",73504,8.75,33.75,0.130544"
"""MAY-2001"",73534,8.75,33.75,0.514069"
"""JUN-2001"",73565,8.75,33.75,0.00297826"
"""JUL-2001"",73595,8.75,33.75,0.066"
"""AUG-2001"",73626,8.75,33.75,0.0539827"
"""SEP-2001"",73657,8.75,33.75,0.475987"
"""OCT-2001"",73687,8.75,33.75,0.110033"
"""NOV-2001"",73718,8.75,33.75,0.142422"
"""DEC-2001"",73748,8.75,33.75,0.510634"
"""JAN-2002"",73779,8.75,33.75,0.108469"
"""FEB-2002"",73810,8.75,33.75,0.253212"
"""MAR-2002"",73838,8.75,33.75,0.12193"
"""APR-2002"",73869,8.75,33.75,0.20727"
"""MAY-2002"",73899,8.75,33.75,0.878657"
"""JUN-2002"",73930,8.75,33.75,0.0775368"
"""JUL-2002"",73960,8.75,33.75,0.126766"
"""AUG-2002"",73991,8.75,33.75,0.361421"
"""SEP-2002"",74022,8.75,33.75,0.259745"
"""OCT-2002"",74052,8.75,33.75,0.378903"
"""NOV-2002"",74083,8.75,33.75,1.08194"
"""DEC-2002"",74113,8.75,33.75,0.28418"
"""JAN-2003"",74144,8.75,33.75,1.29769"
"""FEB-2003"",74175,8.75,33.75,0.896568"
"""MAR-2003"",74203,8.75,33.75,0.248857"
"""APR-2003"",74234,8.75,33.75,1.46549"
"""MAY-2003"",74264,8.75,33.75,0.271395"
"""JUN-2003"",74295,8.75,33.75,0.0914318"
"""JUL-2003"",74325,8.75,33.75,0.0418089"
"""AUG-2003"",74356,8.75,33.75,0.0588884"
"""SEP-2003"",74387,8.75,33.75,0.96711"
"""OCT-2003"",74417,8.75,33.75,0.756954"
"""NOV-2003"",74448,8.75,33.75,0.588637"
"""DEC-2003"",74478,8.75,33.75,2.14271"
"""JAN-2004"",74509,8.75,33.75,0.669066"
"""FEB-2004"",74540,8.75,33.75,0.0498373"
"""MAR-2004"",74569,8.75,33.75,0.981293"
"""APR-2004"",74600,8.75,33.75,0.763949"
"""MAY-2004"",74630,8.75,33.75,0.200078"
"""JUN-2004"",74661,8.75,33.75,0.32437"
"""JUL-2004"",74691,8.75,33.75,0.0986361"
"""AUG-2004"",74722,8.75,33.75,0.194908"
"""SEP-2004"",74753,8.75,33.75,0.434654"
"""OCT-2004"",74783,8.75,33.75,0.169794"
"""NOV-2004"",74814,8.75,33.75,0.962622"
"""DEC-2004"",74844,8.75,33.75,0.586707"
"""JAN-2005"",74875,8.75,33.75,0.303611"
"""FEB-2005"",74906,8.75,33.75,0.385959"
"""MAR-2005"",74934,8.75,33.75,0.149288"
"""APR-2005"",74965,8.75,33.75,0.228329"
"""MAY-2005"",74995,8.75,33.75,0.0392893"
"""JUN-2005"",75026,8.75,33.75,0.687052"
"""JUL-2005"",75056,8.75,33.75,0.0165353"
"""AUG-2005"",75087,8.75,33.75,0.193039"
"""SEP-2005"",75118,8.75,33.75,0.82625"
"""OCT-2005"",75148,8.75,33.75,0.30478"
"""NOV-2005"",75179,8.75,33.75,0.584817"
"""DEC-2005"",75209,8.75,33.75,0.949554"
"""JAN-2006"",75240,8.75,33.75,1.46242"
"""FEB-2006"",75271,8.75,33.75,0.359902"
"""MAR-2006"",75299,8.75,33.75,0.0266151"
"""APR-2006"",75330,8.75,33.75,0.447788"
"""MAY-2006"",75360,8.75,33.75,0.823414"
"""JUN-2006"",75391,8.75,33.75,0.0891597"
"""JUL-2006"",75421,8.75,33.75,0.0967544"
"""AUG-2006"",75452,8.75,33.75,0.235865"
"""SEP-2006"",75483,8.75,33.75,0.650376"
"""OCT-2006"",75513,8.75,33.75,0.555023"
"""NOV-2006"",75544,8.75,33.75,0.646303"
"""DEC-2006"",75574,8.75,33.75,0.781594"
"""JAN-2007"",75605,8.75,33.75,0.0396973"
"""FEB-2007"",75636,8.75,33.75,0.580843"
"""MAR-2007"",75664,8.75,33.75,1.18132"
"""APR-2007"",75695,8.75,33.75,1.8162"
"""MAY-2007"",75725,8.75,33.75,0.140843"
"""JUN-2007"",75756,8.75,33.75,0.223432"
"""JUL-2007"",75786,8.75,33.75,0.033912"
"""AUG-2007"",75817,8.75,33.75,0.172797"
"""SEP-2007"",75848,8.75,33.75,0.405188"
"""OCT-2007"",75878,8.75,33.75,0.550208"
"""NOV-2007"",75909,8.75,33.75,0.116437"
"""DEC-2007"",75939,8.75,33.75,0.870727"
"""JAN-2008"",75970,8.75,33.75,0.397517"
"""FEB-2008"",76001,8.75,33.75,0.0908811"
"""MAR-2008"",76030,8.75,33.75,0.228051"
"""APR-2008"",76061,8.75,33.75,0.101789"
"""MAY-2008"",76091,8.75,33.75,0.366116"
"""JUN-2008"",76122,8.75,33.75,0.143128"
"""JUL-2008"",76152,8.75,33.75,0.0704803"
"""AUG-2008"",76183,8.75,33.75,0.176581"
"""SEP-2008"",76214,8.75,33.75,0.608671"
"""OCT-2008"",76244,8.75,33.75,0.551982"
"""NOV-2008"",76275,8.75,33.75,0.553279"
"""DEC-2008"",76305,8.75,33.75,0.350964"
"""JAN-2009"",76336,8.75,33.75,2.52327"
"""FEB-2009"",76367,8.75,33.75,0.184161"
"""MAR-2009"",76395,8.75,33.75,0.608002"
"""APR-2009"",76426,8.75,33.75,0.926351"
"""MAY-2009"",76456,8.75,33.75,0.619064"
"""JUN-2009"",76487,8.75,33.75,0.055854"
"""JUL-2009"",76517,8.75,33.75,0.0321518"
"""AUG-2009"",76548,8.75,33.75,0.294065"
"""SEP-2009"",76579,8.75,33.75,2.16951"
"""OCT-2009"",76609,8.75,33.75,0.303279"
"""NOV-2009"",76640,8.75,33.75,0.114021"
"""DEC-2009"",76670,8.75,33.75,0.151455"
"""JAN-2010"",76701,8.75,33.75,0.758673"
"""FEB-2010"",76732,8.75,33.75,0.216611"
"""MAR-2010"",76760,8.75,33.75,0.28257"
"""APR-2010"",76791,8.75,33.75,0.956158"
"""MAY-2010"",76821,8.75,33.75,0.404165"
"""JUN-2010"",76852,8.75,33.75,0.221844"
"""JUL-2010"",76882,8.75,33.75,0.0966695"
"""AUG-2010"",76913,8.75,33.75,0.0562671"
"""SEP-2010"",76944,8.75,33.75,0.585437"
"""OCT-2010"",76974,8.75,33.75,1.07645"
"""NOV-2010"",77005,8.75,33.75,1.04822"
"""DEC-2010"",77035,8.75,33.75,0.327502"
"""JAN-2011"",77066,8.75,33.75,0.431095"
"""FEB-2011"",77097,8.75,33.75,0.772688"
"""MAR-2011"",77125,8.75,33.75,0.764031"
"""APR-2011"",77156,8.75,33.75,0.586238"
"""MAY-2011"",77186,8.75,33.75,0.64548"
"""JUN-2011"",77217,8.75,33.75,0.251353"
"""JUL-2011"",77247,8.75,33.75,0.0980994"
"""AUG-2011"",77278,8.75,33.75,0.133387"
"""SEP-2011"",77309,8.75,33.75,0.138121"
"""OCT-2011"",77339,8.75,33.75,1.25475"
"""NOV-2011"",77370,8.75,33.75,0.331533"
"""DEC-2011"",77400,8.75,33.75,0.295598"
"""JAN-2012"",77431,8.75,33.75,0.727455"
"""FEB-2012"",77462,8.75,33.75,0.679295"
"""MAR-2012"",77491,8.75,33.75,1.24308"
"""APR-2012"",77522,8.75,33.75,0.682229"
"""MAY-2012"",77552,8.75,33.75,0.165843"
"""JUN-2012"",77583,8.75,33.75,0.0215201"
"""JUL-2012"",77613,8.75,33.75,0.0771209"
"""AUG-2012"",77644,8.75,33.75,0.283393"
"""SEP-2012"",77675,8.75,33.75,0.354439"
"""OCT-2012"",77705,8.75,33.75,0.335086"
"""NOV-2012"",77736,8.75,33.75,0.206716"
"""DEC-2012"",77766,8.75,33.75,0.0515173"
"""JAN-2013"",77797,8.75,33.75,0.418915"
"""FEB-2013"",77828,8.75,33.75,0.286656"
"""MAR-2013"",77856,8.75,33.75,0.326457"
"""APR-2013"",77887,8.75,33.75,0.54463"
"""MAY-2013"",77917,8.75,33.75,0.174318"
"""JUN-2013"",77948,8.75,33.75,0.0444092"
"""JUL-2013"",77978,8.75,33.75,0.21423"
"""AUG-2013"",78009,8.75,33.75,0.372641"
"""SEP-2013"",78040,8.75,33.75,1.03457"
"""OCT-2013"",78070,8.75,33.75,0.340893"
"""NOV-2013"",78101,8.75,33.75,0.610156"
"""DEC-2013"",78131,8.75,33.75,0.643229"
"""JAN-2014"",78162,8.75,33.75,0.231261"
"""FEB-2014"",78193,8.75,33.75,0.554934"
"""MAR-2014"",78221,8.75,33.75,0.811052"
"""APR-2014"",78252,8.75,33.75,0.27971"
"""MAY-2014"",78282,8.75,33.75,0.235888"
"""JUN-2014"",78313,8.75,33.75,0.765199"
"""JUL-2014"",78343,8.75,33.75,0.0644588"
"""AUG-2014"",78374,8.75,33.75,0.0327985"
"""SEP-2014"",78405,8.75,33.75,0.203777"
"""OCT-2014"",78435,8.75,33.75,0.456543"
"""NOV-2014"",78466,8.75,33.75,0.607771"
"""DEC-2014"",78496,8.75,33.75,0.587026"
"""JAN-2015"",78527,8.75,33.75,0.251124"
"""FEB-2015"",78558,8.75,33.75,1.76666"
"""MAR-2015"",78586,8.75,33.75,0.772919"
"""APR-2015"",78617,8.75,33.75,0.0193481"
"""MAY-2015"",78647,8.75,33.75,0.104877"
"""JUN-2015"",78678,8.75,33.75,0.194238"
"""JUL-2015"",78708,8.75,33.75,0.0915909"
"""AUG-2015"",78739,8.75,33.75,0.676627"
"""SEP-2015"",78770,8.75,33.75,0.614943"
"""OCT-2015"",78800,8.75,33.75,0.454594"
"""NOV-2015"",78831,8.75,33.75,0.393313"
"""DEC-2015"",78861,8.75,33.75,0.0685243"
"""JAN-2016"",78892,8.75,33.75,0.146799"
"""FEB-2016"",78923,8.75,33.75,0.166723"
"""MAR-2016"",78952,8.75,33.75,0.275141"
"""APR-2016"",78983,8.75,33.75,0.56753"
"""MAY-2016"",79013,8.75,33.75,0.654568"
"""JUN-2016"",79044,8.75,33.75,0.0715453"
"""JUL-2016"",79074,8.75,33.75,0.016957"
"""AUG-2016"",79105,8.75,33.75,0.0308589"
"""SEP-2016"",79136,8.75,33.75,0.972758"
"""OCT-2016"",79166,8.75,33.75,0.214852"
"""NOV-2016"",79197,8.75,33.75,0.389854"
"""DEC-2016"",79227,8.75,33.75,1.64897"
"""JAN-2017"",79258,8.75,33.75,0.290834"
"""FEB-2017"",79289,8.75,33.75,0.349148"
"""MAR-2017"",79317,8.75,33.75,0.365289"
"""APR-2017"",79348,8.75,33.75,0.815244"
"""MAY-2017"",79378,8.75,33.75,0.195171"
"""JUN-2017"",79409,8.75,33.75,0.0927594"
"""JUL-2017"",79439,8.75,33.75,0.0664772"
"""AUG-2017"",79470,8.75,33.75,0.0109466"
"""SEP-2017"",79501,8.75,33.75,0.186591"
"""OCT-2017"",79531,8.75,33.75,1.09613"
"""NOV-2017"",79562,8.75,33.75,1.11394"
"""DEC-2017"",79592,8.75,33.75,0.453355"
"""JAN-2018"",79623,8.75,33.75,0.077882"
"""FEB-2018"",79654,8.75,33.75,0.979442"
"""MAR-2018"",79682,8.75,33.75,0.426968"
"""APR-2018"",79713,8.75,33.75,0.269838"
"""MAY-2018"",79743,8.75,33.75,0.426163"
"""JUN-2018"",79774,8.75,33.75,0.118232"
"""JUL-2018"",79804,8.75,33.75,0.0235403"
"""AUG-2018"",79835,8.75,33.75,0.461959"
"""SEP-2018"",79866,8.75,33.75,0.477931"
"""OCT-2018"",79896,8.75,33.75,0.959275"
"""NOV-2018"",79927,8.75,33.75,0.61121"
"""DEC-2018"",79957,8.75,33.75,0.0883791"
"""JAN-2019"",79988,8.75,33.75,0.540666"
"""FEB-2019"",80019,8.75,33.75,0.354519"
"""MAR-2019"",80047,8.75,33.75,0.779561"
"""APR-2019"",80078,8.75,33.75,0.554857"
"""MAY-2019"",80108,8.75,33.75,0.5378"
"""JUN-2019"",80139,8.75,33.75,0.00665224"
"""JUL-2019"",80169,8.75,33.75,0.0178937"
"""AUG-2019"",80200,8.75,33.75,0.33715"
"""SEP-2019"",80231,8.75,33.75,0.582382"
"""OCT-2019"",80261,8.75,33.75,0.550773"
"""NOV-2019"",80292,8.75,33.75,0.683693"
"""DEC-2019"",80322,8.75,33.75,0.261805"
"""JAN-2020"",80353,8.75,33.75,0.392319"
"""FEB-2020"",80384,8.75,33.75,0.0286361"
"""MAR-2020"",80413,8.75,33.75,0.890676"
"""APR-2020"",80444,8.75,33.75,0.510245"
"""MAY-2020"",80474,8.75,33.75,0.149596"
"""JUN-2020"",80505,8.75,33.75,0.25679"
"""JUL-2020"",80535,8.75,33.75,0.167193"
"""AUG-2020"",80566,8.75,33.75,0.0365148"
"""SEP-2020"",80597,8.75,33.75,0.851026"
"""OCT-2020"",80627,8.75,33.75,0.173889"
"""NOV-2020"",80658,8.75,33.75,0.532101"
"""DEC-2020"",80688,8.75,33.75,0.319174"
"""JAN-2021"",80719,8.75,33.75,0.0737474"
"""FEB-2021"",80750,8.75,33.75,0.0958453"
"""MAR-2021"",80778,8.75,33.75,0.233167"
"""APR-2021"",80809,8.75,33.75,0.276519"
"""MAY-2021"",80839,8.75,33.75,0.215474"
"""JUN-2021"",80870,8.75,33.75,0.0377246"
"""JUL-2021"",80900,8.75,33.75,0.013343"
"""AUG-2021"",80931,8.75,33.75,0.178404"
"""SEP-2021"",80962,8.75,33.75,0.0845227"
"""OCT-2021"",80992,8.75,33.75,0.129513"
